,station_origin,station_destination,flows_x,population,jobs,distance,population_log,jobs_log,distance_log,new_jobs_scenariA,gamma_j,attrsimest2,Bj1,B_j2,D_j,attrsimest3,Bj2,attrsimest4,diff
10751,Chesham,Bank and Monument,2,932,78549,47450.48948873311,6.837332814685591,11.271477912857982,10.767442119869653,78549.0,0.5925434464189843,5473713.0,3026520.9091561087,1.7424348692612464e-09,78549,414.0,1.7424348692612464e-09,414.0,412.0
1015,Amersham,Bank and Monument,14,1190,78549,44520.21324783082,7.081708586105575,11.271477912857982,10.703698595311316,78549.0,0.5925434464189843,5364666.0,2966226.895247077,1.7424348692612464e-09,78549,406.0,1.7424348692612464e-09,406.0,392.0
9924,Chalfont & Latimer,Bank and Monument,7,940,78549,41134.55310047448,6.84587987526405,11.271477912857982,10.624603755328003,78549.0,0.5925434464189843,5232373.0,2893079.548446716,1.7424348692612464e-09,78549,396.0,1.7424348692612464e-09,396.0,389.0
11215,Chorleywood,Bank and Monument,7,900,78549,37621.69980901746,6.802394763324311,11.271477912857982,10.535336285487048,78549.0,0.5925434464189843,5086980.0,2812688.922995696,1.7424348692612464e-09,78549,385.0,1.7424348692612464e-09,385.0,378.0
56151,Watford,Bank and Monument,10,1400,78549,35638.15628352613,7.24422751560335,11.271477912857982,10.48117214858349,78549.0,0.5925434464189843,5000738.0,2765003.8325629565,1.7424348692612464e-09,78549,378.0,1.7424348692612464e-09,378.0,368.0
12995,Croxley,Bank and Monument,5,1035,78549,33583.27775886498,6.942156705699469,11.271477912857982,10.421783536316571,78549.0,0.5925434464189843,4907856.0,2713647.8639738727,1.7424348692612464e-09,78549,371.0,1.7424348692612464e-09,371.0,366.0
43257,Rickmansworth,Bank and Monument,10,1258,78549,34070.346568454675,7.1372784372603855,11.271477912857982,10.436182682850257,78549.0,0.5925434464189843,4930216.0,2726011.165418117,1.7424348692612464e-09,78549,373.0,1.7424348692612464e-09,373.0,363.0
54117,Uxbridge,Bank and Monument,9,2764,78549,32497.07423031565,7.92443418488756,11.271477912857982,10.38890534058286,78549.0,0.5925434464189843,4857180.0,2685627.9775685146,1.7424348692612464e-09,78549,368.0,1.7424348692612464e-09,368.0,359.0
34644,Moor Park,Bank and Monument,4,648,78549,30673.12711045843,6.473890696352274,11.271477912857982,10.33114221182135,78549.0,0.5925434464189843,4769412.0,2637099.1660395656,1.7424348692612464e-09,78549,361.0,1.7424348692612464e-09,361.0,357.0
23957,Heathrow Terminal 5,Bank and Monument,14,938,78549,32443.451347696573,6.843749949006225,11.271477912857982,10.387253894299391,78549.0,0.5925434464189843,4854648.0,2684228.216615742,1.7424348692612464e-09,78549,367.0,1.7424348692612464e-09,367.0,353.0
25673,Hillingdon,Bank and Monument,8,1337,78549,30352.67910294367,7.198183577101943,11.271477912857982,10.320640066164865,78549.0,0.5925434464189843,4753625.0,2628370.6273333835,1.7424348692612464e-09,78549,360.0,1.7424348692612464e-09,360.0,352.0
27700,Ickenham,Bank and Monument,4,737,78549,29228.24190774084,6.602587892189336,11.271477912857982,10.282890709452088,78549.0,0.5925434464189843,4697313.0,2597234.2728641178,1.7424348692612464e-09,78549,355.0,1.7424348692612464e-09,355.0,351.0
23760,Heathrow Terminal 4,Bank and Monument,5,811,78549,29451.7546199088,6.698268054115413,11.271477912857982,10.290508766928326,78549.0,0.5925434464189843,4708623.0,2603487.935798972,1.7424348692612464e-09,78549,356.0,1.7424348692612464e-09,356.0,351.0
43810,Ruislip,Bank and Monument,5,1305,78549,27442.58692539387,7.173958319756794,11.271477912857982,10.21985135310292,78549.0,0.5925434464189843,4604757.0,2546058.377410351,1.7424348692612464e-09,78549,348.0,1.7424348692612464e-09,348.0,343.0
44049,Ruislip Manor,Bank and Monument,4,1399,78549,26763.700945156008,7.243512974665482,11.271477912857982,10.1948018060679,78549.0,0.5925434464189843,4568487.0,2526004.0095239994,1.7424348692612464e-09,78549,346.0,1.7424348692612464e-09,346.0,342.0
37587,Northwood Hills,Bank and Monument,8,1454,78549,26868.159113336817,7.282073658093465,11.271477912857982,10.19869718840796,78549.0,0.5925434464189843,4574108.0,2529112.2023752397,1.7424348692612464e-09,78549,346.0,1.7424348692612464e-09,346.0,338.0
23534,Hatton Cross,Bank and Monument,15,1357,78549,27575.42192626881,7.213031659834869,11.271477912857982,10.224680145047936,78549.0,0.5925434464189843,4611782.0,2549942.5156812794,1.7424348692612464e-09,78549,349.0,1.7424348692612464e-09,349.0,334.0
46116,South Harrow,Bank and Monument,7,1516,78549,25243.1020758514,7.323830566202317,11.271477912857982,10.13630821226686,78549.0,0.5925434464189843,4484901.0,2479787.6733108168,1.7424348692612464e-09,78549,339.0,1.7424348692612464e-09,339.0,332.0
53388,Upminster,Bank and Monument,10,727,78549,25950.84619965806,6.588926477533519,11.271477912857982,10.1639594969124,78549.0,0.5925434464189843,4524222.0,2501528.87137916,1.7424348692612464e-09,78549,342.0,1.7424348692612464e-09,342.0,332.0
24171,Heathrow Terminals 2 & 3,Bank and Monument,26,2199,78549,29988.172872059848,7.695757990554761,11.271477912857982,10.308558345314214,78549.0,0.5925434464189843,4735529.0,2618365.002166014,1.7424348692612464e-09,78549,358.0,1.7424348692612464e-09,358.0,332.0
37433,Northwood,Bank and Monument,21,2027,78549,28454.82799805004,7.614312146452,11.271477912857982,10.256073126318553,78549.0,0.5925434464189843,4657713.0,2575338.9945674175,1.7424348692612464e-09,78549,352.0,1.7424348692612464e-09,352.0,331.0
50286,Sudbury Hill,Bank and Monument,5,1337,78549,23757.636416817382,7.198183577101943,11.271477912857982,10.0756592911217,78549.0,0.5925434464189843,4399849.0,2432761.0859054266,1.7424348692612464e-09,78549,333.0,1.7424348692612464e-09,333.0,328.0
15872,Eastcote,Bank and Monument,14,2525,78549,25637.461892951105,7.83399634170946,11.271477912857982,10.151809916000248,78549.0,0.5925434464189843,4506902.0,2491952.7201633668,1.7424348692612464e-09,78549,341.0,1.7424348692612464e-09,341.0,327.0
28923,Kenton,Bank and Monument,0,1049,78549,21303.725431981875,6.955592608396297,11.271477912857982,9.966637239313734,78549.0,0.5925434464189843,4250997.0,2350457.5498638055,1.7424348692612464e-09,78549,322.0,1.7424348692612464e-09,322.0,322.0
57974,West Harrow,Bank and Monument,5,1021,78549,22453.995078621625,6.928537818164665,11.271477912857982,10.01922383184268,78549.0,0.5925434464189843,4322156.0,2389802.9569657687,1.7424348692612464e-09,78549,327.0,1.7424348692612464e-09,327.0,322.0
53548,Upminster Bridge,Bank and Monument,19,780,78549,24640.06356587664,6.659293919683638,11.271477912857982,10.112128997428083,78549.0,0.5925434464189843,4450798.0,2460931.3498775056,1.7424348692612464e-09,78549,337.0,1.7424348692612464e-09,337.0,318.0
50450,Sudbury Town,Bank and Monument,11,1493,78549,22140.57980152299,7.30854279753919,11.271477912857982,10.005167393883733,78549.0,0.5925434464189843,4303019.0,2379221.8543483,1.7424348692612464e-09,78549,326.0,1.7424348692612464e-09,326.0,315.0
42348,Rayners Lane,Bank and Monument,21,3452,78549,23818.10751503339,8.146709052203319,11.271477912857982,10.078201390342162,78549.0,0.5925434464189843,4403382.0,2434714.1792690326,1.7424348692612464e-09,78549,333.0,1.7424348692612464e-09,333.0,312.0
857,Alperton,Bank and Monument,7,1624,78549,20480.222519480743,7.392647520721623,11.271477912857982,9.927214944303438,78549.0,0.5925434464189843,4198420.0,2321387.118910265,1.7424348692612464e-09,78549,318.0,1.7424348692612464e-09,318.0,311.0
23069,Harrow & Wealdstone,Bank and Monument,20,1741,78549,23084.39742786324,7.462214939768189,11.271477912857982,10.046912232276972,78549.0,0.5925434464189843,4360101.0,2410783.4733060263,1.7424348692612464e-09,78549,330.0,1.7424348692612464e-09,330.0,310.0
40527,Pinner,Bank and Monument,31,2875,78549,24709.5105216406,7.963807953231451,11.271477912857982,10.114943489868631,78549.0,0.5925434464189843,4454754.0,2463118.8561513172,1.7424348692612464e-09,78549,337.0,1.7424348692612464e-09,337.0,306.0
36553,North Harrow,Bank and Monument,24,1912,78549,23191.75511074974,7.555905093611346,11.271477912857982,10.051552111333503,78549.0,0.5925434464189843,4366492.0,2414317.255220202,1.7424348692612464e-09,78549,330.0,1.7424348692612464e-09,330.0,306.0
39386,Park Royal,Bank and Monument,2,559,78549,18557.824309849,6.326149473155099,11.271477912857982,9.828646774783982,78549.0,0.5925434464189843,4069791.0,2250265.497213538,1.7424348692612464e-09,78549,308.0,1.7424348692612464e-09,308.0,306.0
46531,South Kenton,Bank and Monument,10,1073,78549,19916.756200698102,6.9782137426306985,11.271477912857982,9.899316676548084,78549.0,0.5925434464189843,4161607.0,2301032.145362407,1.7424348692612464e-09,78549,315.0,1.7424348692612464e-09,315.0,305.0
48938,Stanmore,Bank and Monument,33,2641,78549,24031.869177712982,7.878912912297133,11.271477912857982,10.087136110878646,78549.0,0.5925434464189843,4415819.0,2441591.1686666613,1.7424348692612464e-09,78549,334.0,1.7424348692612464e-09,334.0,301.0
36173,North Ealing,Bank and Monument,3,505,78549,17458.165859219505,6.22455842927536,11.271477912857982,9.767562775720982,78549.0,0.5925434464189843,3992063.0,2207288.37004877,1.7424348692612464e-09,78549,302.0,1.7424348692612464e-09,302.0,299.0
36695,North Wembley,Bank and Monument,13,1087,78549,18981.01103061129,6.99117688712121,11.271477912857982,9.851194338954452,78549.0,0.5925434464189843,4098863.0,2266339.9697406306,1.7424348692612464e-09,78549,310.0,1.7424348692612464e-09,310.0,297.0
26999,Hounslow East,Bank and Monument,34,2173,78549,22547.18018960428,7.683863980256429,11.271477912857982,10.023365290087591,78549.0,0.5925434464189843,4327811.0,2392929.4400556986,1.7424348692612464e-09,78549,328.0,1.7424348692612464e-09,328.0,294.0
12106,Cockfosters,Bank and Monument,25,1000,78549,20309.53664939924,6.907755278982137,11.271477912857982,9.918845840399824,78549.0,0.5925434464189843,4187343.0,2315262.067729347,1.7424348692612464e-09,78549,317.0,1.7424348692612464e-09,317.0,292.0
5975,Boston Manor,Bank and Monument,18,1181,78549,19018.8712258998,7.074116816197362,11.271477912857982,9.853186987645332,78549.0,0.5925434464189843,4101442.0,2267766.0670921844,1.7424348692612464e-09,78549,310.0,1.7424348692612464e-09,310.0,292.0
37226,Northwick Park,Bank and Monument,23,2114,78549,19908.9945308431,7.656337166430183,11.271477912857982,9.898926895071993,78549.0,0.5925434464189843,4161095.0,2300749.0231555505,1.7424348692612464e-09,78549,315.0,1.7424348692612464e-09,315.0,292.0
41753,Queensbury,Bank and Monument,30,2905,78549,20918.89235827154,7.974188669286011,11.271477912857982,9.948407970231804,78549.0,0.5925434464189843,4226603.0,2336970.1133733387,1.7424348692612464e-09,78549,320.0,1.7424348692612464e-09,320.0,290.0
38451,Osterley,Bank and Monument,33,1421,78549,21579.68551716109,7.259116128097101,11.271477912857982,9.979507665821838,78549.0,0.5925434464189843,4268304.0,2360026.949624235,1.7424348692612464e-09,78549,323.0,1.7424348692612464e-09,323.0,290.0
9700,Canons Park,Bank and Monument,39,2315,78549,22612.199701467314,7.747164966520335,11.271477912857982,10.026244849414915,78549.0,0.5925434464189843,4331746.0,2395105.6966821244,1.7424348692612464e-09,78549,328.0,1.7424348692612464e-09,328.0,289.0
10806,Chesham,Liverpool Street,29,932,61122,47441.9176370444,6.837332814685591,11.02062714581812,10.767261455220671,61122.0,0.5580710008979294,4091705.0,2341731.989509592,2.2041715084755084e-09,61122,315.0,2.2041715084755084e-09,315.0,286.0
51194,Theydon Bois,Bank and Monument,55,677,78549,25564.388707228674,6.517671272912275,11.271477912857982,10.148955595913089,78549.0,0.5925434464189843,4502843.0,2489708.3029333516,1.7424348692612464e-09,78549,341.0,1.7424348692612464e-09,341.0,286.0
43947,Ruislip Gardens,Bank and Monument,55,965,78549,25492.949252154933,6.872128101338986,11.271477912857982,10.146157192997876,78549.0,0.5925434464189843,4498867.0,2487509.817123628,1.7424348692612464e-09,78549,340.0,1.7424348692612464e-09,340.0,285.0
26650,Hornchurch,Bank and Monument,46,1708,78549,23413.134085658985,7.443078374348516,11.271477912857982,10.061052429595808,78549.0,0.5925434464189843,4379608.0,2421568.969433152,1.7424348692612464e-09,78549,331.0,1.7424348692612464e-09,331.0,285.0
30011,Kingsbury,Bank and Monument,30,2727,78549,19672.897123908533,7.910957382845589,11.271477912857982,9.886997186958904,78549.0,0.5925434464189843,4145453.0,2292100.572635776,1.7424348692612464e-09,78549,314.0,1.7424348692612464e-09,314.0,284.0
27207,Hounslow West,Bank and Monument,54,2073,78549,24771.94826502162,7.636752112435779,11.271477912857982,10.11746717361001,78549.0,0.5925434464189843,4458304.0,2465081.9907751954,1.7424348692612464e-09,78549,337.0,1.7424348692612464e-09,337.0,283.0
44835,Shenfield,Liverpool Street,0,248,61122,33038.57783893964,5.513428746164983,11.02062714581812,10.405431183092883,61122.0,0.5580710008979294,3650035.0,2088958.652268701,2.2041715084755084e-09,61122,281.0,2.2041715084755084e-09,281.0,281.0
13273,Dagenham East,Bank and Monument,34,1924,78549,19573.018517586865,7.562161631225652,11.271477912857982,9.881907290580187,78549.0,0.5925434464189843,4138798.0,2288420.549791647,1.7424348692612464e-09,78549,313.0,1.7424348692612464e-09,313.0,279.0
10762,Chesham,Canary Wharf,19,932,58772,52837.91191652599,6.837332814685591,10.981420829995836,10.874984240757144,29386.0,0.6799116306417629,2261577.0,1145854.6565977223,2.176715043740569e-09,58772,298.0,4.421503005065982e-09,298.0,279.0
26791,Hounslow Central,Bank and Monument,53,2213,78549,23292.86457302522,7.70210434005105,11.271477912857982,10.055902351151223,78549.0,0.5925434464189843,4372493.0,2417635.149591101,1.7424348692612464e-09,78549,331.0,1.7424348692612464e-09,331.0,278.0
23272,Harrow-on-the-Hill,Bank and Monument,45,6326,78549,21212.12638826783,8.752423403865594,11.271477912857982,9.962328296577372,78549.0,0.5925434464189843,4245218.0,2347262.449091293,1.7424348692612464e-09,78549,321.0,1.7424348692612464e-09,321.0,276.0
40984,Preston Road,Bank and Monument,30,2358,78549,18175.8607316212,7.765569081097317,11.271477912857982,9.80784965927878,78549.0,0.5925434464189843,4043159.0,2235540.040834309,1.7424348692612464e-09,78549,306.0,1.7424348692612464e-09,306.0,276.0
56376,Wembley Central,Bank and Monument,29,2246,78549,17632.854588130846,7.716906135298388,11.271477912857982,9.77751917879823,78549.0,0.5925434464189843,4004631.0,2214237.029278551,1.7424348692612464e-09,78549,303.0,1.7424348692612464e-09,303.0,274.0
49665,Stonebridge Park,Bank and Monument,20,1482,78549,15914.756121161949,7.301147805856032,11.271477912857982,9.675002015763528,78549.0,0.5925434464189843,3877102.0,2143724.0923240585,1.7424348692612464e-09,78549,293.0,1.7424348692612464e-09,293.0,273.0
23855,Heathrow Terminal 4,Liverpool Street,3,811,61122,30293.257303658866,6.698268054115413,11.02062714581812,10.318680435501332,61122.0,0.5580710008979294,3551431.0,2032526.5017506562,2.2041715084755084e-09,61122,274.0,2.2041715084755084e-09,274.0,271.0
14504,Ealing Common,Bank and Monument,27,2003,78549,16533.7574050827,7.602401335665818,11.271477912857982,9.713159473216937,78549.0,0.5925434464189843,3924087.0,2169703.152225851,1.7424348692612464e-09,78549,297.0,1.7424348692612464e-09,297.0,270.0
24060,Heathrow Terminal 5,Liverpool Street,13,938,61122,33284.95403144664,6.843749949006225,11.02062714581812,10.412860742974711,61122.0,0.5580710008979294,3658606.0,2093863.879200139,2.2041715084755084e-09,61122,282.0,2.2041715084755084e-09,282.0,269.0
43406,Roding Valley,Bank and Monument,34,407,78549,17413.50684285881,6.008813185442595,11.271477912857982,9.765001439408984,78549.0,0.5925434464189843,3988837.0,2205504.320611075,1.7424348692612464e-09,78549,302.0,1.7424348692612464e-09,302.0,268.0
45142,Shepherd's Bush Market,Bank and Monument,3,1798,78549,12230.932287070502,7.494430215031565,11.271477912857982,9.41172345529924,78549.0,0.5925434464189843,3567890.0,1972754.7445401053,1.7424348692612464e-09,78549,270.0,1.7424348692612464e-09,270.0,267.0
58380,West Ruislip,Bank and Monument,82,1083,78549,27617.342448641262,6.987490247000991,11.271477912857982,10.226199203964748,78549.0,0.5925434464189843,4613994.0,2551165.626809473,1.7424348692612464e-09,78549,349.0,1.7424348692612464e-09,349.0,267.0
20127,Goldhawk Road,Bank and Monument,2,1347,78549,12136.024971089875,7.205635176410364,11.271477912857982,9.403933578630888,78549.0,0.5925434464189843,3559127.0,1967909.3788483364,1.7424348692612464e-09,78549,269.0,1.7424348692612464e-09,269.0,267.0
60757,Wood Lane,Bank and Monument,0,1088,78549,11704.669331826031,6.992096427415888,11.271477912857982,9.367743129361596,78549.0,0.5925434464189843,3518696.0,1945554.2422176679,1.7424348692612464e-09,78549,266.0,1.7424348692612464e-09,266.0,266.0
22817,Harlesden,Bank and Monument,18,1500,78549,14419.80734449501,7.313220387090301,11.271477912857982,9.576358050451148,78549.0,0.5925434464189843,3758227.0,2077995.9087196134,1.7424348692612464e-09,78549,284.0,1.7424348692612464e-09,284.0,266.0
45902,South Ealing,Bank and Monument,38,2176,78549,17635.07378997894,7.685243607975833,11.271477912857982,9.777645026952804,78549.0,0.5925434464189843,4004790.0,2214324.999636756,1.7424348692612464e-09,78549,303.0,1.7424348692612464e-09,303.0,265.0
20596,Grange Hill,Bank and Monument,56,654,78549,20949.07893922046,6.483107351457199,11.271477912857982,9.949849959668793,78549.0,0.5925434464189843,4228528.0,2338034.1850001374,1.7424348692612464e-09,78549,320.0,1.7424348692612464e-09,320.0,264.0
36853,Northfields,Bank and Monument,46,2952,78549,18088.01908065581,7.990238185720363,11.271477912857982,9.803005068836496,78549.0,0.5925434464189843,4036980.0,2232123.67605078,1.7424348692612464e-09,78549,306.0,1.7424348692612464e-09,306.0,260.0
59855,Willesden Junction,Bank and Monument,17,5266,78549,13275.574152861494,8.569026340056254,11.271477912857982,9.49368109586122,78549.0,0.5925434464189843,3661406.0,2024461.7840446315,1.7424348692612464e-09,78549,277.0,1.7424348692612464e-09,277.0,260.0
35477,Neasden,Bank and Monument,26,2333,78549,14477.858095731288,7.75491027202143,11.271477912857982,9.580375733432716,78549.0,0.5925434464189843,3762997.0,2080633.1664240288,1.7424348692612464e-09,78549,285.0,1.7424348692612464e-09,285.0,259.0
10903,Chigwell,Bank and Monument,55,471,78549,19602.16620859916,6.154858094016418,11.271477912857982,9.883395359958524,78549.0,0.5925434464189843,4140742.0,2289495.820470705,1.7424348692612464e-09,78549,313.0,1.7424348692612464e-09,313.0,258.0
53475,Upminster,Liverpool Street,0,727,61122,25237.74773871072,6.588926477533519,11.02062714581812,10.136096078866553,61122.0,0.5580710008979294,3352516.0,1918685.0539086368,2.2041715084755084e-09,61122,258.0,2.2041715084755084e-09,258.0,258.0
46185,South Harrow,Liverpool Street,3,1516,61122,25615.09236948138,7.323830566202317,11.02062714581812,10.150937002436736,61122.0,0.5580710008979294,3368260.0,1927695.351698283,2.2041715084755084e-09,61122,260.0,2.2041715084755084e-09,260.0,257.0
11259,Chorleywood,Liverpool Street,36,900,61122,37613.12795732876,6.802394763324311,11.02062714581812,10.535108416241371,61122.0,0.5580710008979294,3802558.0,2176249.7844116497,2.2041715084755084e-09,61122,293.0,2.2041715084755084e-09,293.0,257.0
60349,Wimbledon Park,Bank and Monument,38,1664,78549,15987.860688721528,7.416979621381154,11.271477912857982,9.67958500630323,78549.0,0.5925434464189843,3882716.0,2146827.8572899443,1.7424348692612464e-09,78549,294.0,1.7424348692612464e-09,294.0,256.0
4041,Becontree,Bank and Monument,43,2329,78549,16865.58995147047,7.753194269884341,11.271477912857982,9.733030727700449,78549.0,0.5925434464189843,3948781.0,2183356.6925006746,1.7424348692612464e-09,78549,299.0,1.7424348692612464e-09,299.0,256.0
28388,Kensington,Bank and Monument,0,432,78549,10278.496660537388,6.068425588244111,11.271477912857982,9.23780928906782,78549.0,0.5925434464189843,3377284.0,1867365.2173159264,1.7424348692612464e-09,78549,256.0,1.7424348692612464e-09,256.0,256.0
23782,Heathrow Terminal 4,Canary Wharf,4,811,58772,34342.78592614775,6.698268054115413,10.981420829995836,10.444147258887863,29386.0,0.6799116306417629,1973982.0,1000141.1358512358,2.176715043740569e-09,58772,260.0,4.421503005065982e-09,260.0,256.0
10820,Chesham,Oxford Circus,12,932,44368,43268.96577534836,6.837332814685591,10.70027376785556,10.675190931277362,44368.0,0.37928777995013274,2395493.0,1639352.0640045984,3.6635448638492615e-09,44368,266.0,3.6635448638492615e-09,266.0,254.0
9972,Chalfont & Latimer,Liverpool Street,48,940,61122,41125.98124878578,6.84587987526405,11.02062714581812,10.62439534793587,61122.0,0.5580710008979294,3911265.0,2238463.832363674,2.2041715084755084e-09,61122,302.0,2.2041715084755084e-09,302.0,254.0
53649,Upney,Bank and Monument,35,1741,78549,14938.433047322746,7.462214939768189,11.271477912857982,9.611692570142203,78549.0,0.5925434464189843,3800384.0,2101304.98730727,1.7424348692612464e-09,78549,288.0,1.7424348692612464e-09,288.0,253.0
31198,Latimer Road,Bank and Monument,9,861,78549,11150.807256385911,6.7580945044277305,11.271477912857982,9.319267173943402,78549.0,0.5925434464189843,3465258.0,1916007.6310623568,1.7424348692612464e-09,78549,262.0,1.7424348692612464e-09,262.0,253.0
23627,Hatton Cross,Liverpool Street,15,1357,61122,28416.92461001888,7.213031659834869,11.02062714581812,10.254740183621871,61122.0,0.5580710008979294,3480464.0,1991911.0241728444,2.2041715084755084e-09,61122,268.0,2.2041715084755084e-09,268.0,253.0
23980,Heathrow Terminal 5,Canary Wharf,14,938,58772,37334.48265393552,6.843749949006225,10.981420829995836,10.527672646508536,29386.0,0.6799116306417629,2026724.0,1026863.4987083587,2.176715043740569e-09,58772,267.0,4.421503005065982e-09,267.0,253.0
1080,Amersham,Liverpool Street,57,1190,61122,44511.64139614211,7.081708586105575,11.02062714581812,10.703506038349554,61122.0,0.5580710008979294,4010176.0,2295071.6482271603,2.2041715084755084e-09,61122,309.0,2.2041715084755084e-09,309.0,252.0
24283,Heathrow Terminals 2 & 3,Liverpool Street,23,2199,61122,30829.67555580992,7.695757990554761,11.02062714581812,10.336232997172855,61122.0,0.5580710008979294,3571164.0,2043820.2288938346,2.2041715084755084e-09,61122,275.0,2.2041715084755084e-09,275.0,252.0
38027,Oakwood,Bank and Monument,59,1772,78549,18965.55830299779,7.479864131165026,11.271477912857982,9.850379892286991,78549.0,0.5925434464189843,4097809.0,2265757.3453633264,1.7424348692612464e-09,78549,310.0,1.7424348692612464e-09,310.0,251.0
34687,Moor Park,Liverpool Street,24,648,61122,30664.555258769746,6.473890696352274,11.02062714581812,10.330862714735272,61122.0,0.5580710008979294,3565115.0,2040358.2173714368,2.2041715084755084e-09,61122,275.0,2.2041715084755084e-09,275.0,251.0
13453,Dagenham Heathway,Bank and Monument,57,3372,78549,18293.790728537395,8.123261319121745,11.271477912857982,9.814316976801225,78549.0,0.5925434464189843,4051422.0,2240108.8900253884,1.7424348692612464e-09,78549,307.0,1.7424348692612464e-09,307.0,250.0
46690,South Ruislip,Bank and Monument,87,1398,78549,24607.06352599856,7.242797922793756,11.271477912857982,10.110788815908224,78549.0,0.5925434464189843,4448915.0,2459890.4042879464,1.7424348692612464e-09,78549,337.0,1.7424348692612464e-09,337.0,250.0
17940,Fairlop,Bank and Monument,67,995,78549,20297.77168841659,6.902742737158593,11.271477912857982,9.918266389961298,78549.0,0.5925434464189843,4186577.0,2314838.5871447474,1.7424348692612464e-09,78549,317.0,1.7424348692612464e-09,317.0,250.0
16778,Elm Park,Bank and Monument,75,2738,78549,21868.806873969937,7.914983005848394,11.271477912857982,9.992816556808584,78549.0,0.5925434464189843,4286274.0,2369963.331046576,1.7424348692612464e-09,78549,324.0,1.7424348692612464e-09,324.0,249.0
50360,Sudbury Hill,Liverpool Street,8,1337,61122,24599.13910056745,7.198183577101943,11.02062714581812,10.11046672539619,61122.0,0.5580710008979294,3325501.0,1903223.8825494575,2.2041715084755084e-09,61122,256.0,2.2041715084755084e-09,256.0,248.0
9934,Chalfont & Latimer,Canary Wharf,38,940,58772,46521.975528267365,6.84587987526405,10.981420829995836,10.747680071944766,29386.0,0.6799116306417629,2172490.0,1100717.792361507,2.176715043740569e-09,58772,286.0,4.421503005065982e-09,286.0,248.0
23172,Harrow & Wealdstone,Liverpool Street,3,1741,61122,22741.655415036603,7.462214939768189,11.02062714581812,10.031953562149932,61122.0,0.5580710008979294,3244089.0,1856631.1565161888,2.2041715084755084e-09,61122,250.0,2.2041715084755084e-09,250.0,247.0
14067,Dollis Hill,Bank and Monument,33,2542,78549,13692.2750819766,7.8407064517494,11.271477912857982,9.524587090156457,78549.0,0.5925434464189843,3697304.0,2044310.3631187635,1.7424348692612464e-09,78549,280.0,1.7424348692612464e-09,280.0,247.0
1101,Amersham,Oxford Circus,15,1190,44368,40338.689534446064,7.081708586105575,10.70027376785556,10.60506632546854,44368.0,0.37928777995013274,2343045.0,1603459.7694263288,3.6635448638492615e-09,44368,261.0,3.6635448638492615e-09,261.0,246.0
58392,West Ruislip,Canary Wharf,12,1083,58772,33004.76487643414,6.987490247000991,10.981420829995836,10.40440722022033,29386.0,0.6799116306417629,1949372.0,987672.3262379084,2.176715043740569e-09,58772,257.0,4.421503005065982e-09,257.0,245.0
